creato 1	creato uri 1	creato 2	creato uri 2	creato 3	creato uri 3	creato 4	creato uri 4	creato 5	creato uri 5	creato 6	creato uri 6	creato 7	creato uri 7	creato 8	creato uri 8	creato 9	creato uri 9	creato 10	creato uri 10	creato 11	creato uri 11	creato 12	creato uri 12	creato 13	creato uri 13	creato 14	creato uri 14	subjec	descri	title	langua	publis	dmrecord	losse	source	find	dmmodified	date	contri	identi	dmcreated
Hoofdbestuur der Nooit-Meer-Oorlog-Federatie																														Het Nederlandsch-Belgisch Verdrag. Aan het Nederlandsche Volk!.	Dutch		824	Het Nederlandsch-Belgisch Verdrag Aan het Nederlandsche Volk Hoofdbestuur der Nooit-Meer-Oorlog-Federatie	Nooit Meer Oorlog Federatie.03	825.pdf	2021-07-05	9 maart 1927		N34-1-37-012.pdf	2021-07-05
Nooit Meer Oorlog Federatie, Kring Apeldoorn																														"Programma van de """"Groote Openbare Vergadering ter Herdenking van den Wapenstilstand"""" op Vrijdag 11 November 1932. Nooit Meer Oorlog Federatie, Kring Apeldoorn"	Dutch		832	Programma van de Groote Openbare Vergadering ter Herdenking van den Wapenstilstand op Vrijdag 11 November 193 Nooit Meer Oorlog Federatie Kring Apeldoorn Nooit Meer Oorlog Federatie Kring Apeldoorn	Nooit Meer Oorlog Federatie.10	833.pdf	2021-07-05	1932		N34-2-37-003.pdf	2021-07-05
Heering, Prof. Dr. G.J.																														"Prof. Dr. theol. G.J. Heering """"Het orlogsvraagstuk en het Christelijk Geweten"""". NMOF Zuid-Limburg. Maastricht, 15 februari. Bevat artikel: De Zedelijke Eisch tot Ontwapening"	Dutch		840	Prof Dr theol G J Heering Het orlogsvraagstuk en het Christelijk Geweten NMOF Zuid-Limburg Maastricht 15 februari Bevat artikel De Zedelijke Eisch tot Ontwapening Heering Prof Dr G J	Nooit Meer Oorlog Federatie.08	841.pdf	2021-07-05			N34-2-37-011.pdf	2021-07-05
Levinson, Salmon O. Dewey, John Elink Schuurman, Mr. W.H.A. Hugenholtz, Ds.J.B.Th. Douma, J. Embden, Prof. Dr. D. van Heldring, E. Marchant, Mr. M. P. Verkade, J.A.E. Schilthuis, Jan Polano, Ir. H.																														"1. Brochure: """"Apostles of World Peace. Salmon O. Levinson""""."	English		848	Brochure Apostles of World Peace Salmon O Levinson Levinson Salmon O Dewey John Elink Schuurman Mr W H A Hugenholtz Ds J B Th Douma J Embden Prof Dr D van Heldring E Marchant Mr M P Verkade J A E Schilthuis Jan Polano Ir H	Outlawry of War.09a	849.pdf	2021-07-05	Mei 1929		O06-2-38-001.pdf	2021-07-05
																														"10. Krant: """"The Chicago Daily News"""". (2x) 22 en 28 januari 1930. Betreft: """"London Naval Conference""""."	English		856	Krant The Chicago Daily News (2x) 22 en 28 januari 1930 Betreft London Naval Conference	Outlawry of War.12	857.pdf	2021-07-05	22 en 28 januari 1930		O06-3-38-006.pdf	2021-07-05
Dewey, John	http://viaf.org/viaf/76314623																													"4. Brochure: """"Outlawry of War: What it is and is not. A Reply to Walter Lippmann""""."	English		864	Brochure Outlawry of War What it is and is not A Reply to Walter Lippmann Dewey John	Outlawry of War.02	865.pdf	2021-07-05	1923		O06-38-002.pdf	2021-07-05
Borah, William Edgar	http://viaf.org/viaf/10081991																													"12. Brochure: """"One Great Treaty to Outlaw All Wars"""". Reprinted form The New York Times, 5 februari 1928."""""	English		872	Brochure One Great Treaty to Outlaw All Wars Reprinted form The New York Times 5 februari 192 Borah William Edgar	Outlawry of War.04	873.pdf	2021-07-05	5 februari 1928		O06-38-010.pdf	2021-07-05
Levinson, Salmon O.		Dewey, John	http://viaf.org/viaf/76314623	Rappard, William E.	http://viaf.org/viaf/29603913	Royden, Maude	http://viaf.org/viaf/280884423	Murray, Gilbert	http://viaf.org/viaf/69007721	Borah, William Edgar	http://viaf.org/viaf/10081991	Wise, Stephen S.		Norwood, Frederick W.		Haynes Holmes, John		Smith, Fred B.		Atkinson, Henry A.	http://viaf.org/viaf/6885243									"26. Blad: """"The Christian Century. A Journal of Religion"""". Volume XLIII, Number 51, Chicago, December 23, 1926."""""	English		880	Blad The Christian Century A Journal of Religion Volume XLIII Number 51 Chicago December 23 192 Levinson Salmon O Dewey John Rappard William E Royden Maude Murray Gilbert Borah William Edgar Wise Stephen S Norwood Frederick W Haynes Holmes John Smith Fred B Atkinson Henry A	Outlawry of War.07a	881.pdf	2021-07-05	23-Dec-26		O06-38-019.pdf	2021-07-05
Banning, Dr. W																														"1. Boekje: """"Het Nationaal Socialisme"""""	Dutch		888	Boekje Het Nationaal Socialisme Banning Dr W	Nationaal Socialisme.	889.pdf	2021-07-06	1932		N10-35-001.pdf	2021-07-06
Mispelblom Beijer, H.J.		Hugenholtz, Ds. J.B.Th.																												"6. Krant: """"Dordrechts Nieuwsblad"""", 25 februari 1927, als drukwerk verzonden door H.J.Mispelblom Beijer, Dordrecht, aan Ds. J.B.Th. Hugenholtz, Ammerstol."""""	Dutch		896	Krant Dordrechts Nieuwsblad 25 februari 1927 als drukwerk verzonden door H J Mispelblom Beijer Dordrecht aan Ds J B Th Hugenholtz Ammerstol Mispelblom Beijer H J Hugenholtz Ds J B Th	Nationale Vredes Actie.2	897.pdf	2021-07-06	25 februari 1927		N12-35-006.pdf	2021-07-06
Ploeg, I. van der		Wartena, Ds. A.J. (voorwoord)																												"1. Brochure: """"De Wapens Neer!"""""	Dutch		904	Brochure De Wapens Neer Ploeg I van der Wartena Ds A J (voorwoord)	Nederlandsche Vereeniging van de Christenen tot Bestrijding van den Oorlog.	905.pdf	2021-07-06	1927		N20-35-001.pdf	2021-07-06
Mandere, H. van der		Doorn, Jhr.W.Th.C. van																												"2. Brochure: """"Pro en Contra. Neutraliteit van Nederland"""". (Serie VII, No.2.)"""""	Dutch		912	Brochure Pro en Contra Neutraliteit van Nederland (Serie VII No ) Mandere H van der Doorn Jhr W Th C van	Neutres, Neutralité.1	913.pdf	2021-07-06	Mei 1911		N22-36-004.pdf	2021-07-06
New Commonwealth Institute, London																														"21. Folder: """"The New Commonwealth Declaration""""."	English		920	Folder The New Commonwealth Declaration New Commonwealth Institute London	New Commonwealth.05	921.pdf	2021-07-06	Februari 1940		N24-36-001.pdf	2021-07-06
Davies, Lord																														"3. Pamflet: """"Peace out of the Sky"""". Reprinted from the """"Daily Herald"""" of November 24th, 1933."	English		928	Pamflet Peace out of the Sky Reprinted from the Daily Herald of November 24th 193 Davies Lord	New Commonwealth.01	929.pdf	2021-07-06	24-Nov-33		N24-36-017.pdf	2021-07-06
New Commonwealth Institute, London																														"22. Pamflet: """"The Way to Peace""""."	English		936	Pamflet The Way to Peace New Commonwealth Institute London	New Commonwealth.05	937.pdf	2021-07-06			N24-36-023.pdf	2021-07-06
Baldwin, Rt.Hon. Stanley																														12. Brochure: The Warning. A Speech delivered by Lord President of the Council, The Rt.Hon. Stanley Baldwin, November 10th,1932.	English		944	Brochure The Warning A Speech delivered by Lord President of the Council The Rt Hon Stanley Baldwin November 10th 193 Baldwin Rt Hon Stanley	New Commonwealth.03	945.pdf	2021-07-06	Dec-32		N24-36-004.pdf	2021-07-06
Marel Jr., J. van der																														"35. Getypte tekst: """"Concept werkschema voor de studieclub voor internationale vraagstukken der Haagsche afdeeling der Vereeniging voor Volkenbond en Vrede""""."	Dutch		952	Getypte tekst Concept werkschema voor de studieclub voor internationale vraagstukken der Haagsche afdeeling der Vereeniging voor Volkenbond en Vrede Marel Jr J van der	New Commonwealth.08	953.pdf	2021-07-06	26 oktober 1935		N24-36-029.pdf	2021-07-06
New Commonwealth Institute, London																														"19. Brochure: """"The New Commonwealth Justice and Security""""."	English		960	Brochure The New Commonwealth Justice and Security New Commonwealth Institute London	New Commonwealth.05	961.pdf	2021-07-06	Sep-38		N24-36-037.pdf	2021-07-06
The New History Society, New York, U.S.A.																														"2. Boekje: """"East of Suez Bazaar on the occasion of the seventh anniversary of The New History Society. April 3rd, 4th and 5th, 1936""""."	English		968	Boekje East of Suez Bazaar on the occasion of the seventh anniversary of The New History Society April 3rd 4th and 5th 1936 The New History Society New York U S A	New History Society.1	969.pdf	2021-07-06	1936		N26-36-006.pdf	2021-07-06
Winterstein, Dr. von Chlingensperg, Friedrich von Waldkirch, Dr. Wilhem Weiß , Dr. Wappes, Dr. L. Weiler, Dr. Lieberich, WIlhelm Horbach, Hans Bertram, L. Hartmann, Franz Hoffmann, Ernst Artmann, Dr. F. Mathéus, Dr. Trump, Dr. Georg																														"1. Boek: """"Niemals! Dokumente aus dem Befreiungskampf der Pfalz"""". Uitgave: Verlag und Redaktion der """"Pfälzischen Rundschau"""". (Verzamelde artikelen)"""""	German		976	Boek Niemals Dokumente aus dem Befreiungskampf der Pfalz Uitgave Verlag und Redaktion der Pfälzischen Rundschau (Verzamelde artikelen) Winterstein Dr von Chlingensperg Friedrich von Waldkirch Dr Wilhem Weiß  Dr Wappes Dr L Weiler Dr Lieberich WIlhelm Horbach Hans Bertram L Hartmann Franz Hoffmann Ernst Artmann Dr F Mathéus Dr Trump Dr Georg	Pfalz, Befreiungskampf.1	977.pdf	2021-07-06	1 juli 1930		N27-36-001.pdf	2021-07-06
Humbert-Droz, Jules		Giesen, Jos (vertaling) 		Ligt, Bart de (inleiding)																										"4. Boekje: """"Oorlog aan den Oorlog. Weg met het Leger! Volledig pleidooi voor de militaire rechtbank te Neuchâtel, 26 augustus 1916""""."	Dutch		984	Boekje Oorlog aan den Oorlog Weg met het Leger Volledig pleidooi voor de militaire rechtbank te Neuchâtel 26 augustus 1916 Humbert-Droz Jules Giesen Jos (vertaling) Ligt Bart de (inleiding)	Ligt, Bart de.1	985.pdf	2021-07-06	Utrecht, 15 augustus 1917		L12-32-026.pdf	2021-07-06
Ligt, Bart de	http://viaf.org/viaf/74651548																													"22. Pamflet: """"The Intellectual Class and Modern Warfare"""". (Reprinted from 'Reconciliation', July 1929)"	English		992	Pamflet The Intellectual Class and Modern Warfare (Reprinted from Reconciliation July 1929) Ligt Bart de	Ligt, Bart de.5	993.pdf	2021-07-06	1929		L12-32-032.pdf	2021-07-06
Guernut, Henri	http://viaf.org/viaf/9950761																													"4. Pamflet: """"La Ligue et les Indigènes""""."	French		1000	Pamflet La Ligue et les Indigènes Guernut Henri	Ligue des Droits de l'Homme.1	1001.pdf	2021-07-06	25 mei 1923		L14-33-008.pdf	2021-07-06
Nahon, Charles	http://viaf.org/viaf/200980850																													1. Circulaires, pamfletten, statuten.	French		1008	Circulaires pamfletten statuten Nahon Charles	Ligue Internationale des Jeunes contre la Guerre.	1009.pdf	2021-07-06	1931,1932		L20-33-001.pdf	2021-07-06
Mispelblom Beijer, H.J.																														"1. Brochure: """"Grijpt de Hamers!"""""	Dutch		1016	Brochure Grijpt de Hamers Mispelblom Beijer H J	Loi de 1923 sur la Marine de Guerre. (Vlootwet 1923)	1017.pdf	2021-07-06	5 augustus 1923		L24-33-001.pdf	2021-07-06
" Voncken, (""""le Major Médecin"""")"""""																														"19. Pamflet: """"Dix Années de collaboration médico-militaire internationale""""."	French		1024	Pamflet Dix Années de collaboration médico-militaire internationale Voncken ( le Major Médecin )	Médecins et Psychologues.4	1025.pdf	2021-07-06	9-Sep-30		M06-34-002.pdf	2021-07-06
Benard, Prof. Henri (redactie)																														"21. Blad: """"Le Corps Médical au Service de la Paix""""."	French		1032	Blad Le Corps Médical au Service de la Paix Benard Prof Henri (redactie)	Médecins et Psychologues.4	1033.pdf	2021-07-06	25-Apr-40		M06-34-010.pdf	2021-07-06
Meursing, E.E.																														"6. Circulaire: """"Vredesdienst""""."	Dutch		1040	Circulaire Vredesdienst Meursing E E	Médecins et Psychologues.1	1041.pdf	2021-07-06	15 oktober 1935		M06-34-018.pdf	2021-07-06
Otto Wigand Verlag, Leipzig																														"1. Boek: """"Zur Psychologie des Militarismus von einem deutschen Soldaten""""."	German		1048	Boek Zur Psychologie des Militarismus von einem deutschen Soldaten Otto Wigand Verlag Leipzig	Militairisme.1	1049.pdf	2021-07-06	1908(?)		M08-34-006.pdf	2021-07-06
Kate, J.J.L. ten																														"4. Catalogue of the pictures, sketches and drawings for the promotion of international peace""""."	English		1056	Catalogue of the pictures sketches and drawings for the promotion of international peace Kate J J L ten	Musées, Collections, Tableaux.1	1057.pdf	2021-07-06	30 mei 1899		M14-34-004.pdf	2021-07-06
Arnold-Forster, W																														"16. Brochure: """"Why have we failed to disarm?"""" Uitgave: National Council for Prevention of War, London. October 1927."""""	English		1064	Brochure Why have we failed to disarm Uitgave National Council for Prevention of War London October 192 Arnold-Forster W	National Council for Prevention of War.3	1065.pdf	2021-07-06	Oktober 1927		N06-35-007.pdf	2021-07-06
Brewer Boeckel, Florence																														"5. Brochure: """"Nationalization of the Munitions Industry""""."	English		1072	Brochure Nationalization of the Munitions Industry Brewer Boeckel Florence	National Council for Prevention of War.1	1073.pdf	2021-07-06	Januari 1937		N06-35-015.pdf	2021-07-06
Voogd, Jan de (?)																														"13. Brief aan """"Beste Jan"""" (Jan de Voogd ?) d.d. 27 maart 1936."""""	Dutch		1080	Brief aan Beste Jan (Jan de Voogd ) d d 27 maart 193 Voogd Jan de ( )	Jongeren Vredes Federatie.7	1081.pdf	2021-07-06	27 maart 1936		J28-3-30-014.pdf	2021-07-06
Topping, Henry	http://viaf.org/viaf/21915502																													"14. """"Kagawacalendar for 1938"""". (2x)"	English		1088	Kagawacalendar for 1938 (2x) Topping Henry	Kagawa.3	1089.pdf	2021-07-06	1938		K04-31-014.pdf	2021-07-06
Hugenholtz, Ds. J.B.Th.		Lehmann-Rüssbuldt, Otto																												15. Rondschrijven van Ds. J.B.Th. Hugenholtz, Ammerstol, t.b.v. financiële steun voor Otto Lehmann-Rüssbuldt, d.d. 20-9-1933.	Dutch		1096	Rondschrijven van Ds J B Th Hugenholtz Ammerstol t b v financiële steun voor Otto Lehmann-Rüssbuldt d d 20-9-193 Hugenholtz Ds J B Th Lehmann-Rüssbuldt Otto	Lehmann-Rüssbuldt.4 (Otto)	1097.pdf	2021-07-06	20-Sep-33		L08-32-014.pdf	2021-07-06
Lehmann-Russbüldt, Otto	http://viaf.org/viaf/92880916																													"4. Maandblad: """"Geist und Tat"""". 6.Jahrgang Nr.1, Januar 1951. Bevat o.a. artikel: """"Der deutsche Generalstab"""" door Otto Lehmann-Rüssbuldt."	English; German		1104	Maandblad Geist und Tat Jahrgang Nr 1 Januar 195 Bevat o a artikel Der deutsche Generalstab door Otto Lehmann-Rüssbuldt Lehmann-Russbüldt Otto	Lehmann-Rüssbuldt.1 (Otto)	1105.pdf	2021-07-06	Januari 1951		L08-32-004.pdf	2021-07-06
Streuli, Dr. Jakob (artikel)																														"9. Krant: """"Der Tagesspiegel"""". 7.Jahrgang, Nr. 1710, 26 April 1951"""""	German		1112	Krant Der Tagesspiegel Jahrgang Nr 1710 26 April 1951 Streuli Dr Jakob (artikel)	Lehmann-Rüssbuldt.2 (Otto)	1113.pdf	2021-07-06	26-Apr-51		L08-32-010.pdf	2021-07-06
Lehmann-Rüssbuldt, Otto																														"27. """"Ein neuer Brief vom Wolkenkukuksheimer"""". Tekst onder pseudoniem """"Argus""""."	German		1120	Ein neuer Brief vom Wolkenkukuksheimer Tekst onder pseudoniem Argus Lehmann-Rüssbuldt Otto	Lehmann-Rüssbuldt.7 (Otto)	1121.pdf	2021-07-06	1934 (?)		L08-32-026.pdf	2021-07-06
Stratonov, Prof. V.																														38. 2 cheques t.n.v. Prof. V. Stratonov, Praag.	Czech		1128	2 cheques t n v Prof V Stratonov Praag Stratonov Prof V	Lehmann-Rüssbuldt.9 (Otto)	1129.pdf	2021-07-06	21 juli 1934		L08-32-033.pdf	2021-07-06
Ligt, Bart de	http://viaf.org/viaf/74651548																													" 12. Brochure: """"Oorlog, Volkenbond en Sankties""""."	Dutch		1136	1 Brochure Oorlog Volkenbond en Sankties Ligt Bart de	Ligt, Bart de.3	1137.pdf	2021-07-06	1936		L12-32-004.pdf	2021-07-06
Ligt, Bart de	http://viaf.org/viaf/74651548																													"1. Boekje: """"Profeet en Volksfeest"""""	Dutch		1144	Boekje Profeet en Volksfeest Ligt Bart de	Ligt, Bart de.1	1145.pdf	2021-07-06	1913		L12-32-012.pdf	2021-07-06
Ligt, Bart de	http://viaf.org/viaf/74651548																													"11. Boekje: """"Mobilisatie Tegen Den Oorlog!"""""	Dutch		1152	Boekje Mobilisatie Tegen Den Oorlog Ligt Bart de	Ligt, Bart de.3	1153.pdf	2021-07-06	Augustus 1934		L12-32-020.pdf	2021-07-06
Weizmann, Chajim																														"2. Brochure: """"Das Recht auf die Heimat""""."	German		1160	Brochure Das Recht auf die Heimat Weizmann Chajim	Juifs. (Joden)	1161.pdf	2021-07-06	Berlijn, December 1936		J30-30-002.pdf	2021-07-06
Carder, Dr. Eugene C (editor)																														"17. Pamflet: """"Discovery. A manual of prayer for the kingdom of God"""". Uitgave: National Kagawa Coordinating Advisory Committee, New York, U.S.A."""""	English		1168	Pamflet Discovery A manual of prayer for the kingdom of God Uitgave National Kagawa Coordinating Advisory Committee New York U S A Carder Dr Eugene C (editor)	Kagawa.4	1169.pdf	2021-07-06	1937		K04-31-007.pdf	2021-07-06
Regt, Ds. A.C. de (redactie)		Lindeboom, Prof. Dr. J (redactie)		Ijsbrandy, Ds. H.N. (redactie)																										"10. """"Vrijzinnig-Godsdienstig Kerkblad"""". 23e jaargang, No.7, 4 juli 1931"""""	Dutch		1176	Vrijzinnig-Godsdienstig Kerkblad 23e jaargang No 7 4 juli 1931 Regt Ds A C de (redactie) Lindeboom Prof Dr J (redactie) Ijsbrandy Ds H N (redactie)	Nationaal Jongeren Verbond.3	1177.pdf	2021-07-06	4 juli 1931		J23-28-011.pdf	2021-07-06
Bendeler, L.W.																														6. Jaarverslag 1 november 1927-31 oktober 1928 van het Centraal Comité van de J.V.A.	Dutch		1184	Jaarverslag 1 november 1927-31 oktober 1928 van het Centraal Comité van de J V A Bendeler L W	Jongeren Vredes-Actie.02	1185.pdf	2021-07-06	's-Gravenhage, Februari 1929		J26-28-003.pdf	2021-07-06
																														12. Informatie- en cursusmateriaal Jongeren Vredes Actie.	Dutch		1192	Informatie- en cursusmateriaal Jongeren Vredes Actie	Jongeren Vredes-Actie.03	1193.pdf	2021-07-06	1936 ?		J26-3-28-001.pdf	2021-07-06
																														11. Circulaires, mededelingen, krantenknipsels.	Dutch		1200	Circulaires mededelingen krantenknipsels	Jongeren Vredes-Actie.08	1201.pdf	2021-07-06			J26-4-29-007.pdf	2021-07-06
Centraal Comité der Jongeren Vredes Actie, Utrecht																														"3. Brochure: """"Jongeren Vredes Actie. Rapport Oorlogsherdenking - Wedergeboorte""""."	Dutch		1208	Brochure Jongeren Vredes Actie Rapport Oorlogsherdenking - Wedergeboorte Centraal Comité der Jongeren Vredes Actie Utrecht	Jongeren Vredes-Actie.09	1209.pdf	2021-07-06			J26-5-29-004.pdf	2021-07-06
Voogd, Drs. Jan de		Brandt Corstius, Drs. Jan		Kuin, P.		Leeden, W.J. v.d.																								"25. Brochure: """"Jeugd en Nationalisme""""."	Dutch		1216	Brochure Jeugd en Nationalisme Voogd Drs Jan de Brandt Corstius Drs Jan Kuin P Leeden W J v d	Jongeren Vredes-Actie.15	1217.pdf	2021-07-06			J26-6-20-008.pdf	2021-07-06
Stuiveling, Garmt	http://viaf.org/viaf/27082102																													"21. Brochure: """"Volksweerbaarheid zonder oorlog""""."	Dutch		1224	Brochure Volksweerbaarheid zonder oorlog Stuiveling Garmt	Jongeren Vredes-Actie.14	1225.pdf	2021-07-06			J26-6-29-012.pdf	2021-07-06
